112.3846684,-3.043392987,-16.81310732,28.733515,-29.92162835,12.76101241,-8.097589286,-5.408125897,-21.35015593,-8.840338213,-9.507628242,-6.662816703,-8.400202124,Banjo
111.1541136,-1.537771275,-12.87171299,27.90372356,-34.36505534,11.20431061,-5.524224988,-4.159354767,-20.79597477,-10.84710504,-10.46041341,-7.37485474,-7.219688204,Banjo
112.6250192,0.391987003,-13.16688679,26.77990278,-34.43644441,10.351257,-5.628708309,-4.100959233,-22.03894014,-9.942966844,-8.641840281,-7.681544349,-9.706576435,Banjo
111.0745959,-2.53020616,-13.05682666,28.99490563,-36.41700184,12.4152656,-4.131612432,-3.267860378,-21.25681406,-11.87068465,-10.17093581,-8.072720982,-7.897103206,Banjo
113.0428703,1.055229663,-11.16246813,28.37204858,-35.04555576,7.067932459,-8.287514014,-3.956203241,-18.55393832,-8.21239524,-10.19080022,-7.994695637,-7.379068489,Banjo
111.6521939,1.851796521,-8.997984009,29.0694756,-35.54674481,7.914557914,-7.425415861,-4.345191864,-19.04846436,-9.389420624,-10.33050643,-9.26902103,-8.547391795,Banjo
115.2921542,4.752722156,-9.499501389,27.43456651,-35.07649722,4.081800726,-8.136597667,-3.218989628,-20.21104733,-7.80125049,-8.988023798,-6.955263345,-8.638547071,Banjo
119.7049511,8.31480275,-14.47421284,17.71161298,-28.87506752,7.94552218,-9.482538511,-2.697307991,-11.20936286,-2.611626567,-11.56801984,-7.504615017,-6.575029946,Banjo
116.0878444,4.791165418,-11.73160774,22.81211711,-31.57068359,9.479057387,-8.999456745,-3.246110849,-11.00623812,-4.905223259,-11.24233979,-8.127393467,-6.340491333,Banjo
115.7625297,1.681877065,-19.90639447,15.84511672,-34.63669549,8.835841847,-10.71074557,-4.502896196,-14.24243058,-7.017872044,-12.30288555,-5.100472839,-3.58658015,Banjo
112.8998415,0.720203981,-22.31075726,14.59902246,-36.88751502,7.36597883,-14.71646747,-6.189786606,-10.80236491,-7.897289393,-9.292084743,-6.473251667,-3.649068134,Banjo
116.0250949,6.102922482,-16.11303091,16.55350901,-34.76032692,6.023923215,-14.18284706,-5.575154119,-8.899681918,-6.848201525,-10.26582524,-7.682064229,-4.155388624,Banjo
116.5537466,7.095691275,-16.67536181,13.42778201,-37.14868205,4.997534996,-13.51292248,-5.335730542,-9.131862193,-7.037221108,-9.662291172,-6.708029909,-4.128094359,Banjo
118.0979739,3.499037689,-16.10915936,22.23541261,-30.20902209,8.791895188,-7.543257718,3.983660754,-13.98410216,-12.11446504,-11.98325868,-7.401350983,-10.44071015,Banjo
118.290602,6.132087874,-13.57925493,22.03168314,-28.74209797,8.18266136,-7.217107946,2.917122729,-14.85160462,-12.15039278,-11.64258226,-7.070999536,-10.420277,Banjo
88.85501969,31.11859434,-19.00758418,34.24341679,-32.62443677,20.32071696,-19.07902353,2.865230335,-9.245385072,7.689090147,-11.14006918,-0.504142669,-12.13207271,Cello
96.19990942,41.38191053,-17.45391937,32.43398882,-25.93645028,14.76259678,-21.47777222,3.494919722,-12.20652087,7.61576442,-12.76274061,0.705970246,-12.65448749,Cello
70.79206928,42.50347143,-10.25914493,36.00750506,-41.47118326,21.06875831,-5.506241844,-5.482720105,-26.17131227,12.10979086,-14.63413606,-8.122171574,-5.607567976,Cello
75.6396167,45.59978718,-13.98888624,29.06382221,-38.12749103,20.03911722,-7.902361793,-4.517265922,-25.774909,10.15088184,-14.43153342,-5.557976758,-8.213787296,Cello
30.602887,30.01229357,-8.495475052,16.28421842,-27.94407953,17.47771782,-14.60497729,-7.089461845,-11.01738246,-4.161926772,-6.328300443,-0.698175644,-11.8403397,Cello
64.68056223,0.658366096,-33.01446514,38.43117003,-48.2649049,27.55258719,-29.01240063,-12.91828542,-9.628085526,0.662107447,-3.214069642,-1.659037898,-15.34151813,Cello
62.60870519,-0.106030694,-34.15329319,38.30653246,-47.43911576,28.05144036,-31.49634985,-14.95475461,-9.020840034,3.390369252,-3.285326859,-3.387292671,-16.06905551,Cello
74.91102819,22.6988804,-24.6060511,32.39901085,-34.47127675,19.88519989,-24.67706852,-5.764499428,-13.15277619,3.809739012,-6.051135166,0.695739041,-15.92488459,Cello
74.58819903,11.49679877,-31.24579668,34.16939752,-44.74499438,23.69194866,-28.71060074,-9.75263192,-11.90315655,3.483362938,-4.68353422,-0.571503933,-16.06185135,Cello
70.28519973,5.090063488,-33.6025499,34.85158379,-47.15642101,24.49699745,-27.46396055,-8.999318727,-10.536133,2.678266742,-4.495320355,-1.899526563,-16.55128919,Cello
72.36222851,15.21351256,-30.29832214,31.67465926,-40.75956229,21.06896899,-27.55088805,-8.869072996,-13.67070017,1.834605275,-8.407284373,-2.061550838,-16.83655521,Cello
70.86764059,14.78254456,-26.23477635,33.71295652,-41.79077346,22.68974799,-24.67931448,-7.244669404,-11.13733174,2.569635872,-7.211854375,-1.626855569,-15.20002763,Cello
75.80856362,12.22281387,-29.83744207,33.84660281,-44.91194612,23.60490474,-27.16352087,-7.374375142,-9.127307598,2.98058681,-7.81903964,-2.584471551,-16.12754324,Cello
70.94520252,6.295171347,-34.68083567,35.46232745,-43.58765469,24.56084621,-30.44927026,-12.51810004,-12.61400007,3.285729762,-5.179879718,-0.729462184,-15.5374567,Cello
84.46003617,26.08668266,-21.60483929,33.88847931,-35.02595129,22.4239001,-18.39838915,0.57051808,-10.07164966,5.886433996,-6.937590954,0.386575148,-16.49327296,Cello
49.02490598,29.26855172,17.83257541,51.81836445,-48.57507098,35.76299785,-7.765072355,-0.279889227,15.90949691,-5.24387984,8.980027816,2.585704635,5.863248766,DoubleBass
51.06670643,15.2012973,-1.438749462,46.4471801,-52.24926751,41.00000032,-13.5772731,-4.143233039,18.80296486,-5.394414803,7.075718234,-0.707472351,3.936335409,DoubleBass
56.12027726,23.34286253,8.28135042,50.07049504,-39.87985342,38.18764632,-8.887498988,0.329312231,15.21868368,-2.562168459,5.596757174,1.658459996,4.162842036,DoubleBass
54.16962156,10.4428991,-5.505336836,49.5610943,-47.52607802,42.37183388,-17.31367711,-4.4691328,16.22826973,-5.051674129,1.043548441,-0.206751258,4.66938334,DoubleBass
49.23821173,11.4162687,-10.8370542,47.78089866,-52.21506536,40.40302895,-15.44424213,-6.266180292,17.19425999,-7.929610082,4.499152838,-1.364719926,5.102926434,DoubleBass
